Factory,Date,Location,Machine Type,Machine Utilization (%),Machine Downtime (hours),Maintenance History,Machine Age (years),Batch Quality (Pass %),Cycle Time (minutes),Energy Consumption (kWh),Energy Efficiency Rating,CO2 Emissions (kg),Emission Limit Compliance,Waste Generated (kg),Water Usage (liters),Shift,Operator Experience (years),Team Size,Operator Training Level,Absenteeism Rate (%),Product Category,Supplier,Supplier Delays (days),Raw Material Quality,Market Demand Index,Cost of Downtime ($),Revenue ($),Profit Margin (%),Breakdowns (count),Safety Incidents (count),Defect Root Cause,Production Volume (units),Defect Rate (%),Foam Density,Sales Data
Factory_3,09-10-2021,Location_C,Type A,88.54547854,3.915446531,None,12,91.73032249,52.3976008,155.99,A,25.71,Non-Compliant,19.67,4828.24,Night,3,10,Intermediate,9.437471469,Category C,Supplier Y,8,Medium,0.0417612,4812.07,96965.1,26.77,0,4,Machine Fault,8053,3.97,0.61,23488.92
Factory_5,01-04-2023,Location_B,Type A,91.26006938,7.820321078,Major Repair,4,89.22241175,5.166745408,149.53,B,36.76,Non-Compliant,3.58,4408.77,Morning,28,3,Advanced,1.35229206,Category B,Supplier X,28,Low,0.861284834,6373.59,91172.87,8.03,0,5,Machine Fault,4827,9.21,1.7,21919.59
Factory_5,21-02-2024,Location_B,Type C,94.2094741,9.240009532,None,15,93.04303251,34.2064678,444.12,C,24.45,Non-Compliant,1.45,4977.48,Night,5,10,Basic,5.666613852,Category A,Supplier Z,3,Medium,0.441465226,2695.36,83180.08,19.78,2,4,Operator Error,2559,1.84,1.14,48656.24
Factory_1,24-05-2020,Location_B,Type A,77.87190379,9.714437505,None,12,93.07652606,28.92781131,417.46,D,12.01,Non-Compliant,14.82,1395.13,Morning,22,2,Basic,5.834696642,Category C,Supplier Z,21,High,0.26090812,6759.83,52099.91,10.06,0,1,Operator Error,8919,7.1,1.71,25361.25
Factory_2,17-04-2021,Location_B,Type A,97.81450864,6.32499613,Routine,17,88.19176698,31.11441522,350.04,C,38.11,Non-Compliant,2.02,3055.63,Night,19,6,Intermediate,14.70115215,Category B,Supplier Z,16,High,0.386186938,5866.93,61749.18,21.64,2,1,Operator Error,4583,2.16,1.8,8491.92
Factory_4,25-08-2021,Location_A,Type A,57.74412962,1.815031257,None,6,93.90868553,21.21572813,497.21,A,26.53,Compliant,13.9,2694.37,Night,19,6,Intermediate,1.188420857,Category B,Supplier Y,29,Low,0.639236985,8913.1,58311.09,13.91,3,4,Machine Fault,2469,8.91,0.61,49052.98
Factory_4,29-05-2022,Location_B,Type C,59.90839085,6.426729633,Major Repair,11,97.8306487,20.54421776,243.82,B,27.84,Non-Compliant,10.01,3118.49,Morning,25,5,Basic,8.870077968,Category A,Supplier Z,19,Low,0.457486045,8979.01,73516.52,7.03,1,0,Material,2573,1.22,1.89,6910.45
Factory_2,18-10-2020,Location_A,Type B,55.63171675,0.112449703,Major Repair,10,95.16610842,32.27179548,222.97,D,27.3,Compliant,2.81,3940.95,Night,8,6,Intermediate,3.644707456,Category C,Supplier Z,15,Low,0.749986593,8278.45,79420.44,22.44,1,0,Operator Error,6260,6.65,1.33,47031.89
Factory_4,09-05-2023,Location_D,Type B,50.08877278,8.171870923,Routine,19,85.39759691,31.45352174,321.81,B,47.44,Compliant,19.9,2370.49,Morning,9,2,Intermediate,1.953007551,Category A,Supplier Y,10,Medium,0.214209008,4141.5,70252.18,26.92,3,1,Material,4051,6.54,0.92,8944.88
Factory_1,25-06-2021,Location_D,Type C,95.64410211,9.603798101,Major Repair,16,86.88852361,43.72842914,124.64,D,46.85,Non-Compliant,13.65,4102.82,Morning,3,4,Basic,3.056455904,Category C,Supplier X,8,Low,0.977485269,1308.31,89575.03,20.82,4,1,Operator Error,3265,2.16,1.92,15738.08
Factory_3,17-05-2022,Location_C,Type C,51.59194867,4.585278132,Major Repair,5,86.38528551,43.43219091,432.61,C,35.57,Non-Compliant,2.29,4199.96,Evening,15,10,Advanced,18.50791214,Category B,Supplier Y,24,Medium,0.085449069,3374.77,45329.21,28.53,2,1,Machine Fault,3839,8.14,0.76,6662.3
Factory_1,21-02-2024,Location_D,Type C,94.47693012,9.362922852,Routine,20,97.19345501,43.21140592,391.22,C,36.92,Compliant,3.6,3165.07,Evening,28,3,Advanced,8.340815316,Category C,Supplier Z,22,Low,0.827283262,7926.77,25375.4,20.41,1,0,Material,9854,0.22,0.81,20333.72
Factory_3,31-07-2020,Location_D,Type B,87.52250165,7.850546181,Major Repair,6,99.72290595,44.85423725,427.58,B,22.58,Compliant,6.88,1002.41,Morning,23,3,Intermediate,14.0637538,Category C,Supplier Y,15,Low,0.979314962,8374.51,10001.97,19.62,1,4,Material,7842,5.72,0.53,38891.45
Factory_3,05-05-2023,Location_B,Type B,91.66428661,1.72800477,Routine,3,85.40430742,15.34480263,160.97,C,47.5,Non-Compliant,14.18,2043.01,Night,3,3,Basic,0.074514016,Category B,Supplier Z,16,Medium,0.384800714,2964.03,34364.5,20.1,0,4,Material,5580,9.98,0.68,36170.93
Factory_2,02-10-2022,Location_D,Type A,89.90507452,3.349764396,Routine,14,91.29686976,5.514622262,202.89,A,29.43,Compliant,15.26,4486.41,Morning,28,10,Basic,10.0271234,Category C,Supplier X,21,Medium,0.672787062,4131.47,23358.87,25.59,2,4,Material,1881,9.36,1.78,28821.55
Factory_1,26-10-2020,Location_C,Type B,78.17125205,3.822212792,Major Repair,17,93.47833814,29.09460277,266.93,D,27.63,Compliant,13.45,1645.99,Evening,23,4,Intermediate,3.8681294,Category A,Supplier Z,21,High,0.614231294,2814.17,95175.04,9.53,2,4,Material,6157,6.46,1.44,41019.81
Factory_2,14-03-2022,Location_D,Type C,87.3120275,3.499485289,None,18,99.95430163,57.21730831,413.57,B,11.46,Non-Compliant,16.98,2483.43,Evening,27,3,Intermediate,19.51300089,Category B,Supplier Y,18,Medium,0.855389968,9563.2,55019.96,6.82,0,1,Material,6519,4.94,0.67,44820.14
Factory_1,16-01-2023,Location_C,Type B,79.05132737,4.848987012,Major Repair,5,95.62046709,41.36457115,196.69,C,36.94,Compliant,15.75,1154.62,Evening,26,8,Intermediate,18.77391341,Category C,Supplier X,5,Medium,0.414319917,3547.22,11556.65,16.15,1,5,Operator Error,5236,6.92,1.1,26628.89
Factory_1,09-02-2022,Location_D,Type A,81.89776661,9.871571139,Routine,13,92.95316915,55.12739779,207.01,C,39.08,Compliant,18.49,2147.2,Evening,25,4,Intermediate,7.195690313,Category B,Supplier Y,13,High,0.443659633,3881.48,22588.43,19.72,1,5,Operator Error,1694,0.25,1.33,25106.7
Factory_5,01-08-2021,Location_C,Type A,79.92985845,8.635534338,Major Repair,14,91.02032909,44.15523156,287.27,D,25.91,Compliant,17.29,1690.76,Night,21,4,Advanced,18.63183275,Category B,Supplier Z,7,Medium,0.477618025,2330.18,47593.45,23.53,3,4,Operator Error,2868,2.5,0.59,19465.41
Factory_1,13-12-2021,Location_D,Type A,56.28351349,9.875016378,Major Repair,20,92.70823897,47.92670527,293.25,D,48.11,Compliant,8.75,4762.51,Morning,27,5,Basic,0.297051455,Category B,Supplier Y,22,High,0.343701976,8902.52,95343.61,21.48,2,2,Operator Error,7964,1.45,1.85,33352.48
Factory_5,28-03-2021,Location_C,Type C,73.21452011,1.167881897,Major Repair,13,95.39677678,23.82770905,300.62,D,12.43,Compliant,6.33,4696.87,Morning,20,8,Advanced,10.76811006,Category C,Supplier Y,24,High,0.405062931,2396.62,87193.75,11.01,1,3,Machine Fault,1970,8.72,1.21,47290.57
Factory_2,13-10-2022,Location_A,Type B,64.14141403,6.43438971,Major Repair,18,85.78707949,6.53289482,268.63,B,41.66,Compliant,9.53,2763.1,Evening,4,7,Advanced,11.98506858,Category A,Supplier X,30,Medium,0.468236162,2445.29,41635.63,22.87,2,3,Material,5140,2.94,1.65,40150.05
Factory_3,06-02-2020,Location_B,Type C,69.76450487,1.51730261,Major Repair,20,91.25352083,59.76495323,366.63,A,44.67,Compliant,6.41,4060.77,Morning,15,10,Intermediate,13.86308844,Category A,Supplier Y,28,Low,0.24945125,8796.14,88574.01,27.62,1,4,Machine Fault,1386,8.64,1.0,35118.38
Factory_5,16-03-2021,Location_B,Type B,69.99036884,7.321753963,Major Repair,13,94.59143674,16.17855573,141.11,C,23.92,Non-Compliant,8.6,2328.39,Evening,26,8,Basic,12.5941228,Category B,Supplier Y,29,Low,0.783297006,4743.69,61397.24,14.04,3,0,Operator Error,4658,5.26,1.16,36151.25
Factory_3,13-03-2024,Location_B,Type B,96.64009124,1.477141984,Major Repair,11,98.78499498,48.0187447,291.72,A,29.22,Compliant,10.47,1661.55,Morning,19,9,Advanced,9.199550015,Category B,Supplier Y,19,Medium,0.917065253,1676.4,72259.28,8.89,0,2,Machine Fault,2401,6.82,1.14,36552.91
Factory_5,31-05-2023,Location_A,Type C,52.19925418,1.453651833,None,16,85.96204558,54.86601477,204.29,C,42.26,Compliant,19.3,1013.8,Morning,17,7,Basic,17.04110622,Category A,Supplier X,30,Low,0.581163896,8119.42,55104.66,19.93,4,4,Operator Error,1243,6.23,0.78,22184.52
Factory_4,26-07-2024,Location_B,Type C,91.03255287,3.351605877,None,19,88.67962832,31.55879409,338.7,D,23.12,Compliant,15.48,4112.76,Evening,18,4,Advanced,4.975944256,Category B,Supplier Z,25,Low,0.009194685,1849.9,86995.02,9.27,3,3,Operator Error,4034,4.87,1.71,24854.43
Factory_1,21-06-2022,Location_B,Type A,60.0964229,5.465546513,None,14,86.36831969,33.44204114,428.17,A,18.84,Non-Compliant,8.59,4792.89,Night,2,7,Advanced,13.86694276,Category C,Supplier Z,16,High,0.622643532,8845.27,10889.59,17.74,1,5,Material,3128,8.79,1.62,35960.15
Factory_3,17-09-2020,Location_B,Type A,91.55021061,4.037872694,None,4,97.48211215,21.49011189,296.7,D,39.54,Compliant,19.29,3562.68,Evening,16,3,Basic,11.89870378,Category C,Supplier Y,20,High,0.552841723,2799.78,84235.61,19.26,2,3,Operator Error,3823,5.48,0.97,42767.58
Factory_1,30-05-2024,Location_D,Type B,54.92081249,4.321124152,Major Repair,7,94.77109703,55.7636036,199.72,B,13.24,Compliant,5.84,3601.13,Evening,26,4,Basic,10.35834735,Category A,Supplier Z,16,Low,0.800726079,1844.08,65023.73,6.27,3,1,Machine Fault,5808,5.72,1.98,26669.14
Factory_2,03-10-2022,Location_C,Type A,82.7031671,8.140714786,Routine,6,97.05051125,36.99630922,172.51,A,38.2,Compliant,11.24,1773.83,Morning,20,10,Intermediate,12.06465772,Category A,Supplier X,19,High,0.299271907,2713.1,93110.68,29.21,0,4,Operator Error,4988,9.52,1.06,18115.75
Factory_5,29-12-2022,Location_A,Type A,54.14309795,3.84273695,Routine,1,91.01051307,13.67139092,425.83,B,24.66,Non-Compliant,17.61,4665.7,Morning,21,9,Intermediate,12.57897731,Category C,Supplier Z,3,Low,0.555516755,9766.83,63532.2,16.99,3,0,Operator Error,3314,6.98,1.71,30575.48
Factory_4,10-11-2020,Location_B,Type A,54.11362108,4.898420976,Routine,12,94.46603423,30.19783177,252.75,B,25.7,Non-Compliant,8.17,2485.26,Morning,10,3,Advanced,0.614439101,Category A,Supplier Z,4,High,0.736986919,2712.57,13172.1,10.16,0,2,Operator Error,1466,5.95,1.66,32211.06
Factory_2,02-12-2023,Location_D,Type C,91.3881694,5.50914631,Major Repair,16,98.26254343,21.49503944,181.45,C,34.78,Non-Compliant,2.66,3638.85,Morning,15,9,Basic,0.142896676,Category C,Supplier Z,6,Medium,0.048116239,1658.72,90141.77,8.19,1,0,Machine Fault,5872,4.97,1.25,23234.98
Factory_4,19-02-2022,Location_D,Type C,82.02355866,6.397851812,Routine,12,91.20847959,21.79533413,133.45,A,42.54,Compliant,9.22,2242.69,Morning,5,6,Advanced,15.73679334,Category C,Supplier X,6,Low,0.537750684,6602.8,32697.71,23.96,2,3,Operator Error,1535,6.69,1.29,34373.67
Factory_3,19-06-2020,Location_B,Type C,55.74229135,4.135690338,Major Repair,12,93.70794128,27.04801755,123.79,A,14.17,Non-Compliant,13.82,3685.62,Evening,24,4,Intermediate,18.26704842,Category B,Supplier X,9,Low,0.760249314,3733.05,92012.16,9.82,1,4,Machine Fault,1541,7.29,1.92,48640.94
Factory_4,19-11-2023,Location_C,Type C,82.14277619,3.257944067,Routine,4,94.07032214,39.29875835,134.27,A,19.2,Non-Compliant,8.78,3206.39,Night,20,2,Advanced,16.19923911,Category B,Supplier X,29,High,0.312369961,1543.97,94169.39,24.15,1,1,Material,3770,7.03,1.92,10243.73
Factory_4,29-03-2021,Location_A,Type C,50.57218725,8.810094445,None,17,93.63208333,10.44486981,164.02,A,14.95,Non-Compliant,12.0,3574.56,Night,22,6,Advanced,12.86412424,Category B,Supplier X,17,Medium,0.199566448,7993.46,95388.76,18.31,1,4,Machine Fault,6781,3.38,1.68,25487.42
Factory_2,01-11-2020,Location_C,Type C,89.96486222,8.352182892,Major Repair,9,95.29892958,18.50503735,376.3,D,36.55,Non-Compliant,14.39,3307.02,Evening,24,3,Intermediate,14.63618264,Category B,Supplier Y,6,High,0.557954391,8349.36,61585.29,29.79,4,4,Machine Fault,7979,1.4,0.84,6198.88
Factory_3,09-05-2021,Location_D,Type C,79.75134368,6.316197947,Major Repair,15,91.59730473,57.19477929,109.51,A,41.8,Compliant,8.48,4342.58,Evening,18,7,Basic,4.56870012,Category A,Supplier Z,20,Medium,0.57532431,6344.55,76566.63,14.21,2,2,Operator Error,3461,8.24,0.65,34674.43
Factory_5,19-09-2024,Location_A,Type A,68.48583741,8.620280816,Major Repair,12,94.99292076,37.25081408,408.99,A,21.69,Non-Compliant,13.53,4338.75,Morning,21,6,Basic,8.68473394,Category C,Supplier Y,6,Low,0.509297832,4959.97,59915.03,12.48,0,5,Operator Error,9308,2.29,1.3,39972.13
Factory_4,20-05-2020,Location_C,Type B,88.77769171,1.515111685,None,7,92.4389656,8.809401843,401.43,C,20.89,Compliant,18.65,2416.78,Morning,28,3,Basic,10.93384111,Category B,Supplier X,4,Low,0.404358653,4885.08,91835.02,17.21,1,2,Operator Error,8147,1.29,0.77,24992.21
Factory_1,01-11-2020,Location_D,Type C,92.98570235,6.252822177,Major Repair,19,87.04853332,13.17958505,462.72,D,11.97,Compliant,1.54,4223.84,Night,22,8,Intermediate,12.18144104,Category C,Supplier X,25,Low,0.879263309,7083.31,47636.23,19.86,3,5,Machine Fault,9300,2.11,0.91,9218.32
Factory_5,02-08-2020,Location_C,Type B,72.80698256,4.118735769,Major Repair,19,91.69340049,44.7870542,156.54,D,27.92,Compliant,1.53,4991.26,Night,8,4,Basic,16.02732037,Category C,Supplier Y,13,High,0.174355522,5379.33,25297.22,25.07,2,4,Machine Fault,9948,1.11,0.58,48471.29
Factory_1,22-11-2024,Location_D,Type A,78.33140184,6.020444904,Major Repair,17,85.57984279,52.05764084,473.6,A,17.36,Non-Compliant,14.89,4839.16,Night,18,6,Intermediate,14.24902282,Category A,Supplier Y,29,Medium,0.189705167,3422.34,61782.35,19.21,3,5,Material,6995,1.76,1.02,23222.94
Factory_4,15-05-2023,Location_D,Type B,83.84411516,7.709477758,Routine,19,99.99093093,58.98842531,210.63,A,16.54,Compliant,3.51,4796.13,Morning,21,9,Advanced,19.30609918,Category B,Supplier Z,24,High,0.311970817,3581.07,46062.55,18.73,3,0,Machine Fault,1999,7.96,0.93,12566.93
Factory_3,05-05-2023,Location_D,Type B,75.183564,5.500317482,Major Repair,9,93.80047141,33.37146663,386.2,C,42.48,Compliant,17.71,3272.84,Evening,2,5,Advanced,9.377276293,Category B,Supplier Y,4,Low,0.470135098,5743.53,71513.78,14.08,3,5,Machine Fault,9893,1.37,1.21,6358.11
Factory_1,11-01-2023,Location_B,Type C,97.48392268,4.120898028,Routine,2,86.96687595,12.25529168,325.17,A,29.05,Compliant,17.85,2537.17,Morning,17,7,Basic,19.64971486,Category B,Supplier Z,9,Low,0.085102714,4376.47,74613.34,27.65,3,2,Operator Error,5909,4.51,1.75,25031.37
Factory_4,20-05-2023,Location_A,Type C,89.05301471,8.863180149,Routine,14,90.21772804,26.37161326,439.58,D,17.61,Compliant,16.17,3180.75,Morning,7,10,Advanced,15.85193816,Category A,Supplier Z,17,High,0.471513022,4631.7,46429.78,15.95,2,5,Machine Fault,6485,0.33,1.51,14589.84
Factory_5,20-09-2022,Location_B,Type B,78.09953472,8.162978355,Routine,4,86.11325847,35.93998634,270.43,A,38.62,Non-Compliant,5.86,2540.41,Morning,9,2,Advanced,0.930579003,Category A,Supplier Z,27,Medium,0.197008958,3675.46,55595.59,8.58,0,2,Material,7090,1.02,1.91,6346.9
Factory_1,27-08-2023,Location_C,Type A,98.9153305,4.527616999,None,4,86.59173365,24.00642619,361.89,A,44.38,Non-Compliant,15.79,3281.87,Night,1,4,Basic,9.567876151,Category A,Supplier Z,9,Low,0.314341708,4910.13,51352.51,28.29,2,0,Operator Error,3074,4.63,1.72,41605.3
Factory_5,28-04-2023,Location_A,Type C,85.68190566,2.943290519,Major Repair,16,97.86194043,14.26435266,442.31,C,44.13,Non-Compliant,10.42,1868.08,Night,11,9,Advanced,10.18958764,Category B,Supplier Z,8,Low,0.708431625,9555.94,39738.3,5.74,1,1,Machine Fault,9982,9.45,1.83,31384.02
Factory_3,25-01-2020,Location_D,Type C,66.23670232,7.744403532,Major Repair,2,99.24029018,30.30955637,207.94,D,46.1,Non-Compliant,13.45,2271.48,Night,20,6,Advanced,1.702151817,Category B,Supplier Z,6,Medium,0.391873579,4742.83,98011.31,27.56,3,1,Material,1649,1.03,0.81,16200.75
Factory_1,01-12-2023,Location_B,Type A,63.7831724,8.040950421,Major Repair,10,99.73948657,16.44498487,176.46,A,24.58,Non-Compliant,8.58,3990.33,Evening,13,5,Intermediate,18.55146562,Category C,Supplier Z,18,Medium,0.113108166,4802.2,47472.1,29.08,2,4,Material,3758,8.84,0.92,15422.73
Factory_1,23-12-2021,Location_C,Type A,67.12085967,3.538377295,None,2,86.13078324,58.14237693,298.12,B,42.83,Compliant,12.78,4439.63,Evening,14,6,Intermediate,16.69731407,Category B,Supplier Z,26,Medium,0.767426752,4800.54,33130.31,28.54,3,4,Machine Fault,7460,0.16,1.57,28937.82
Factory_5,13-04-2023,Location_B,Type B,99.58073489,2.710181162,Major Repair,4,99.24261528,53.11210444,250.39,D,30.3,Non-Compliant,15.54,4445.56,Morning,9,6,Basic,0.822426001,Category A,Supplier Y,30,Low,0.904685077,8710.07,78245.98,23.08,3,1,Material,8198,1.76,0.75,37060.05
Factory_1,12-04-2020,Location_A,Type A,80.23216187,4.51105516,None,7,95.83748902,23.41250582,103.41,A,22.66,Compliant,15.3,4963.45,Morning,15,9,Basic,18.00022478,Category B,Supplier Z,0,High,0.607754455,1861.95,29568.9,8.33,1,0,Machine Fault,2319,5.54,1.63,45720.66
Factory_4,08-08-2021,Location_B,Type B,56.00949716,5.331202171,Routine,3,95.33256803,20.09947338,396.0,D,29.87,Compliant,19.78,3765.6,Morning,26,7,Intermediate,19.56655074,Category B,Supplier Z,19,Medium,0.328295872,6025.77,99019.37,8.09,2,0,Machine Fault,8878,0.94,1.52,22644.13
Factory_2,09-09-2021,Location_B,Type A,75.78919274,7.593850249,None,14,89.19706975,59.55229221,484.31,C,40.47,Non-Compliant,13.99,4608.23,Morning,17,5,Basic,13.95005992,Category C,Supplier Z,28,Low,0.828436209,4522.8,12245.52,6.88,2,5,Machine Fault,7506,0.0,1.84,32026.49
Factory_2,11-05-2021,Location_D,Type A,51.94011953,9.544425866,Routine,4,97.43890631,41.48321369,149.98,D,30.76,Compliant,4.22,2033.6,Morning,13,5,Advanced,3.050541872,Category C,Supplier Z,5,High,0.72078962,3615.25,39410.59,24.25,4,2,Material,8536,8.81,0.93,24667.12
Factory_3,23-01-2024,Location_C,Type A,77.28939889,3.458258572,Routine,17,99.68551344,39.46155327,187.7,D,47.99,Compliant,15.46,2904.27,Evening,12,8,Basic,10.50361473,Category B,Supplier Z,18,Medium,0.33638594,4848.9,73593.81,25.97,3,1,Operator Error,2855,8.65,0.81,26915.62
Factory_1,15-05-2023,Location_C,Type C,54.85476545,7.099872913,None,4,99.99840326,10.54910588,234.74,B,25.78,Non-Compliant,11.94,1822.55,Evening,13,10,Basic,13.59215965,Category C,Supplier Z,11,Medium,0.601776555,5216.05,59033.66,5.97,1,4,Material,2538,5.9,0.61,16218.63
Factory_5,08-06-2022,Location_C,Type B,72.08069366,4.803713027,Major Repair,13,87.94900058,25.88718229,120.05,D,26.77,Compliant,1.26,4038.01,Night,6,4,Intermediate,13.04436592,Category B,Supplier Z,30,Low,0.759519999,3591.71,86687.1,26.85,4,1,Operator Error,6007,1.53,1.18,19127.28
Factory_2,14-09-2020,Location_C,Type A,92.02510611,0.723631525,Major Repair,13,99.9659994,54.66292641,239.76,B,49.52,Compliant,17.15,1753.42,Night,9,8,Advanced,19.96685493,Category C,Supplier X,30,Low,0.61629704,4393.6,84488.53,7.19,2,4,Material,4141,1.65,1.05,39500.82
Factory_1,11-10-2021,Location_A,Type C,84.58788929,3.460329372,Major Repair,3,94.18411076,44.19245172,493.39,C,31.87,Compliant,15.94,3580.1,Morning,16,5,Advanced,6.951670403,Category B,Supplier Y,6,Low,0.283898706,2741.97,57186.93,28.07,2,4,Operator Error,5641,5.03,0.69,39946.15
Factory_5,23-08-2024,Location_C,Type C,73.82903988,2.174710502,None,15,86.63377672,46.8671395,482.08,D,10.12,Non-Compliant,13.64,1062.71,Night,12,2,Intermediate,14.15480045,Category B,Supplier Y,30,Medium,0.412343885,3495.36,75107.44,28.4,4,3,Operator Error,9500,8.77,1.65,20277.93
Factory_3,24-05-2023,Location_A,Type A,50.81330777,0.334567195,Major Repair,18,96.31321825,14.49257338,365.72,C,38.92,Compliant,5.85,1897.93,Evening,12,6,Advanced,6.406808479,Category B,Supplier Z,20,Medium,0.15012326,8455.68,75820.4,21.76,0,2,Material,9463,2.15,0.57,22788.63
Factory_2,21-03-2022,Location_D,Type A,75.9396801,8.906271625,Routine,11,92.5768807,21.09175449,488.63,B,21.69,Non-Compliant,14.86,3776.84,Morning,19,5,Intermediate,2.188298796,Category A,Supplier Y,10,Medium,0.262286523,6125.72,18998.48,13.09,3,0,Operator Error,1056,4.92,1.71,23368.55
Factory_2,21-04-2024,Location_B,Type C,93.09937672,0.287938295,None,18,87.68727137,33.04161374,208.98,C,25.19,Non-Compliant,15.85,2087.33,Evening,18,10,Advanced,9.323177061,Category A,Supplier Z,8,High,0.470242359,3528.63,49255.36,9.48,2,2,Machine Fault,6297,0.52,0.52,26182.05
Factory_2,21-07-2020,Location_C,Type C,54.36295351,7.282029927,Routine,7,93.25774537,49.23043435,326.32,D,24.26,Compliant,9.55,1464.65,Morning,7,7,Basic,18.49864403,Category C,Supplier Z,30,Low,0.777896388,7236.91,74711.21,26.24,4,3,Machine Fault,1551,9.15,1.77,37686.43
Factory_2,25-10-2023,Location_C,Type A,54.12713757,0.883925577,Major Repair,13,94.00210262,9.006722905,416.01,A,44.67,Compliant,12.75,2567.66,Evening,29,2,Basic,4.43596438,Category A,Supplier Y,2,High,0.435579536,1500.52,95815.77,14.52,0,1,Machine Fault,2326,5.87,0.73,18800.45
Factory_2,03-07-2021,Location_D,Type C,91.95260056,7.57175861,Routine,19,90.94465302,14.75851294,247.43,D,38.96,Non-Compliant,1.7,1816.75,Night,16,7,Advanced,18.87729662,Category C,Supplier X,0,Medium,0.612787147,1776.93,71740.09,28.89,3,0,Operator Error,9740,4.49,1.5,28371.06
Factory_3,29-03-2023,Location_B,Type B,81.80172555,6.206218198,Major Repair,17,93.83653811,47.9379998,461.19,D,43.02,Non-Compliant,8.75,1658.91,Morning,26,7,Intermediate,14.81313902,Category A,Supplier X,20,High,0.027182979,4249.04,15267.67,27.4,4,1,Machine Fault,5516,6.11,1.24,33105.02
Factory_3,11-07-2024,Location_B,Type B,84.84712432,6.10144923,Major Repair,10,86.52813896,25.18447043,311.06,C,26.0,Compliant,6.17,2945.3,Morning,3,7,Intermediate,8.700008783,Category B,Supplier X,18,High,0.840994394,6285.04,73417.3,27.59,4,4,Operator Error,6686,4.23,0.66,49055.16
